,title
13499,U.S. military says no civilians killed in August Somalia raid
13500,EU calls for 'equal rights' for all in Myanmar's troubled Rakhine
13501,"Suspected U.S. drone targets Haqqani militants in Pakistan, killing four"
13502,Pope heads for Bangladesh after diplomatic balancing act in Myanmar
13503,U.S. intel committee subpoenas comedian in Russia election meddling probe
13504,Japan emperor to cede all public duties after abdication:
13505,Russia's Lavrov: little difference between policies of Trump and Obama - RIA
13506,Election crisis engulfs Honduras with rivals neck-and-neck
13507,China vows more checks on teachers after kindergarten abuse scandal
13508,EU says needs concrete evidence from Turkey to deem Gulen network as terrorist
13509,Honduran opposition candidate rejects official election count
13510,U.S. asks China to cut off oil supply to North Korea
13511,Trump fires back at Britain's May: 'Don't focus on me'
13512,Argentine court sentences 29 to life for dictatorship crimes
13513,Indonesia reopens Bali airport as wind clears volcanic ash
13514,"Russia calls on U.S., South Korea not to hold military drills in December"
13515,Honduras vote count shows president Hernandez edging ahead
13516,Iceland's Left-Green opposition leader to become new prime minister
13517,France's Macron to give Saudi Arabia extremist list
13518,U.N. tells North Korea envoy that Pyongyang must stop 'destabilizing steps'
13519,Palestinian rivals delay full Gaza handover by 10 days
13520,North Korea meeting seeks 'better ideas' to solve crisis:
13521,LNA-linked groups appear responsible for east Libya killings:
13522,Exclusive: Former Egyptian premier Shafiq says intends to run in 2018 election
13523,Lebanon's Hariri signals may withdraw resignation next week - statement
13524,"U.S., Britain, France accused of snubbing anti-nuclear Nobel Prize"
13525,U.S. urges authorities to review Honduras election results quickly
13526,Franco-German fighter jet project likely to be opened to other countries
13527,"EU's Tusk: Africa, EU must cooperate to end 'horrifying' migrant abuses"
13528,Lebanon's Hariri signals may withdraw resignation next week:
13529,Bosnian Croat war crimes convict dies after taking 'poison' in U.N. court
13530,Clashes kill four in Yemen capital as anti-Saudi alliance frays
13531,U.N. welcomes move by Libya to help find refugee solutions
13532,Turkish President calls accusations of family bank transfers abroad lies
13533,Egyptian presidential hopeful says barred from travel from UAE
13534,"France's Macron urges China, Russia to support North Korea sanctions"
13535,"should defend Sweden, Finland if attacked: NATO"
13536,"German SPD, conservatives argue over repatriation of Syrian refugees"
13537,German court orders release of soldier accused of attack plan
13538,Nigeria flies migrants home from Libya after slavery scare
13539,Opposition wants Russian pressure for Syria deal within six months
13540,Venezuela's Maduro strips rival of U.N. post amid corruption purge:
13541,Iran denies airspace access to Bulgarian PM's plane en route to Riyadh:
13542,Rebel area near Damascus hit by heavy shelling despite two-day truce
13543,"Merkel: End smuggling and slavery, allow legal migration for Africans"
13544,Britain summons North Korean ambassador over missile test
13545,Three dead bodies pulled from sea near Spain after migrant boat sinks
13546,"After threats, EU lawmakers seek 'protection' on Malta visit"
13547,"Turkey's Erdogan, Germany's Steinmeier discuss improving relations:"
13548,Venezuela has not told U.N. it is changing representative:
13549,Vatican defends pope's avoidance of term 'Rohingya' in Myanmar
13550,EU's Barnier paints gloom and doom for post-Brexit Britain
13551,Brexit campaigners accuse May of selling UK short over divorce bill
13552,Joining NATO would help Finland's security but unlikely for now:
13553,Venezuela VP makes clearest indication yet that Maduro will run in 2018
13554,Russia accuses U.S.-led coalition of trying to partition Syria
13555,Egypt's Sisi calls on military chief to secure Sinai in three months
13556,Gunmen kill intelligence officer at Islamabad Shi'ite mosque
13557,Talks on EU top court role after Brexit stalled: EU parliament Brexit coordinator
13558,Trump was wrong to retweet UK far-right group: British PM May's spokesman
13559,EU considers new plan to ease disputes over migrants
13560,"Tribal militia kill 43 in South Sudan's Jonglei state, abduct women, children"
13561,Sinai carnage presses Egypt to seek new alliance with tribes
13562,"Bolivian president welcomes, opposition slams re-election ruling"
13563,Croatian PM Plenkovic regrets Praljak's death in The Hague
13564,Turkey says 80 militants killed in air strike in north Iraq
13565,U.S. imposing more sanctions against N.Korea soon:
13566,Qatar builds dairy industry in desert as it defies Arab boycott
13567,Back to school: China kindergarten weathers child abuse storm for now
13568,Judges uphold Bosnian Croat convictions in last verdict of Yugoslav war tribunal
13569,Israel to appoint new envoy to Jordan in bid to heal ties - source
13570, What progress? EU's price for Brexit breakthrough
13571,British PM May meets Iraqi PM Abadi in Baghdad
13572,China's Xi tells Trump maintaining peace in Korean peninsula is China's unswerving goal
13573,"Trump, after talk with China's Xi, says North Korea faces more sanctions"
13574," Who are Britain First, whose leader's posts Trump re-tweeted?"
13575,Senior Saudi prince freed in $1 billion settlement agreement:
13576,Trump urges China's Xi to convince North Korea to end provocations:
13577,"GCC summit to go ahead despite Qatar row, diplomats say"
13578,Greece charges nine over links to banned Turkish group
13579,"Czech government resigns, making way for election winner Babis"
13580,Courtroom where war crimes defendant drank 'poison' now crime scene:
13581,Danish divers find arm assumed to be that of dismembered journalist:
13582,German court rules 'bookkeeper of Auschwitz' fit to go to jail
13583,British negotiators still working on Brexit deal:
13584,Zimbabwean pastor found not guilty of subversion
13585,Irish PM says progress being made in Brexit border talks
13586,No Brexit deal would be 'a very bad deal' warns EU's Barnier
13587,"North Korea says ICBM test used new launch vehicle, showed successful warhead re-entry"
13588,ICRC buying fuel to pump clean water in Yemen as 'last resort'
13589,Banks view turning branches to subsidiaries as Brexit 'red line'
13590,Turkey to do whatever necessary if banking sector affected by U.S. trial:
13591,Philippine troops kill 14 Maoist rebels in clash:
13592,Barnier says 'still working' on Brexit terms with Britain
13593,Britain close to deal on Brexit bill with EU - sources
13594,"Kremlin: stay calm, but new North Korea missile test a provocative act"
13595,Turkey-backed rebels in Syria put IS jihadists through rehab
13596,Same-sex marriage bill clears Australia's Senate
13597,Irish border should see no queues post-Brexit:
13598,South Korea says Japan's Abe considering attending Pyeongchang Olympics
13599,Merkel says must stick to growth-friendly investment and budget consolidation
13600,Germany summons North Korea's ambassador over missile test
13601,How North Korea's latest ICBM test stacks up
13602,'For the Party and the motherland!': North Korea's Kim heralds missile test after setbacks
13603,Fractured French Right struggles to unite against Macron
13604,Cambodian PM leaves for China to seek more aid
13605,Yemen car bomb attack kills at least two people in Aden:
13606,Venezuela systematically abused foes in 2017 protests:
13607,China expresses 'grave concern' over North Korean missile test
13608,Two human heads found outside broadcaster's office in Mexico
13609,Indonesia to reopen Bali airport after closure due to volcano
13610,Turkey seeks arrest of 360 people in probe targeting Gulen network in army:
13611,Honduran presidential candidate to review U.S. troops presence
13612,Islamic State claims responsibility for Aden car bomb:
13613,Islamic State claims responsibility for Aden car bomb:
13614,TV star urges protests as his lead shrinks in Honduras vote
13615,Singapore charges activist for organizing assemblies without permit
13616,North Korea says successfully launches new ICBM that can reach all of U.S
13617,Beijing warns Taipei against hyping up China's jailing of Taiwanese activist
13618,Mexico ruling party hopeful attacks rival's 'hunger for power'
13619,North Korea to make announcement at 0330 GMT:
13620,Bolivian court clears way for Morales to run for fourth term
13621,New Venezuela oil chief vows anti-corruption crusade
13622,South Korea's Moon says North Korea missile capability seems improved
13623,South Korea military says North Korea missile presumed to be Hwasong-14:
13624,Hawaii to resume Cold War-era nuclear siren tests amid North Korea threat
13625,Meeting on North Korea crisis to be in Canada after Christmas:
13626,Senior prince freed in settlement agreement of $1 billion: Saudi
13627,Russian media law poses threat to free press: U.S. State Department
13628,"Trump, Japan's Abe agree to boost deterrence against North Korea:"
13629,U.S. State Department criticizes Cuban municipal vote as 'flawed'
13630,Britain's May heads to Middle East
13631,"South Korea's Moon condemns missile launch, says provocation had been anticipated"
13632,France's Macron condemns missile test conducted by North Korea
13633,"NATO sees growing Russia, China challenge; higher risk of war"
13634,Trump says North Korea missile launch 'a situation that we will handle'
13635,U.S. top diplomat urges new steps to press North Korea to abandon weapons programs
13636,Salvador court finds ex-president Funes illegally enriched himself
13637,U.S. requests U.N. Security Council meet on North Korea missile launch:
13638,U.S. general sees no change in Pakistan behavior despite Trump tough line
13639,NATO says North Korea missile launch undermines international security
13640,Syrian Kurdish militia open fire on Turkish border post:
13641,North Korean missile launch unacceptable violation of its obligations:
13642,Rouhani says Saudis call Iran an enemy to conceal defeat in region
13643,Brazil struggles to help state dependent on Venezuela for power
13644,UK government official says 'does not recognize' reported Brexit bill settlement
13645,"UK bows to EU, will assume liabilities worth up to 100 billion euros:"
13646,UK says seeking to build on 'momentum' for Brexit talks breakthrough
13647,"U.S. threatens South Sudan action, Russia warns against U.N. measures"
13648,"Kenya president sworn in, rival Odinga promises own inauguration"
13649,Macron's promise of new France-Africa ties raises heckles
13650,"Turkey suggests plan to extend military mission in Syria to Afrin, Aleppo"
13651,"North Korea fires ballistic missile; U.S., South Korea analyzing: South Korea military"
13652,U.S. experts think North Korea could launch missile 'within days':
13653,North Korea fires unidentified ballistic missile:
13654,Pentagon confirms 'probable' North Korean missile launch
13655,Son of Sicilian mafia boss gets a year in a 'workhouse'
13656,Difficult migration debate looms as African and EU leaders meet
13657,Syrian government team to arrive in Geneva for peace talks on Wednesday
13658,Syria accepts Russian plan for ceasefire in besieged zone:
13659,"Irish deputy PM resigns, averting election threat"
13660,Czech election winner Babis says his cabinet to take power before December EU summit
13661,"U.N. seeks report from Myanmar on rapes, deaths of Rohingya women"
13662,U.S. general backs Germany to host new NATO operations command
13663,"Tourists, authorities feel the heat as Bali volcano keeps airport closed"
13664,Balinese offer prayers as rumbling volcano threatens tourism lifeblood
13665,Egypt security forces kill 11 suspected militants in raid
13666,"Exclusive: Colleague names Putin's daughter, then withdraws comments"
13667,Trump considers when and how to move U.S. embassy in Israel to Jerusalem:
13668,China police say some claims of abuse at Beijing kindergarten unfounded
13669,Redacted Brexit reports spark new tug-of-war with UK parliament
13670,"Bangladesh to turn island into temporary home for 100,000 Rohingya refugees"
13671,"Greek police raids find explosives, nine held over links to banned Turkish group"
13672,France pushes U.N. to impose sanctions over Libya migrant crisis
13673,Roadside bomb kills eight in Afghanistan:
13674,Merkel scolds ally to shield coalition talks from weedkiller row
13675,Zimbabwe's Mnangagwa opens amnesty window for return of stolen funds
13676,Is the best of 'lucky general' Macron's good fortune behind him?
13677,"Zimbabwe's Mugabe is gone, but political kow-towing still abounds"
13678,Jailed former Catalan vice-president accepts Madrid rule:
13679,Russian official: not worried about EU's moves on defense pact
13680,"Report on deadly raid meant to make Philippine police 'look bad', says chief"
13681,"Ivanka Trump, feted in India, calls for closing gender gap in business"
13682,Libya pressing group to restore water supply to capital
13683,"Pope urges respect for human rights in Myanmar, avoids 'Rohingya' row"
13684,Damascus shelling kills three before truce agreed
13685,U.N. to offer direct talks to Syrian negotiators for first time
13686,"As West frowns on Putin, young Russians learn the military way"
13687,At least 17 killed in gold mine dispute on Mali-Guinea border
13688,Pro-refugee German mayor stabbed in suspected political attack
13689,"Ireland set for election if Deputy PM does not quit, opposition says"
13690,Turkish court orders detention of two over U.S. court case:
13691,Macron touts European initiative to evacuate Africans trapped in Libya
13692,"France will no longer dictate to Africans, Macron says"
13693,Japan detects radio signals pointing to possible North Korea missile test:
13694,Colombia's congress approves peace tribunals for ex FARC rebels
13695,"Kenya president lifts travel restrictions, saying all Africans can get visa on arrival"
13696,Indonesian 'Trump' says has no plans to run for president
13697,"Greek police find detonators, bomb making material:"
13698,Pope says Myanmar should commit to respect for human rights
13699,Millions of insecure gadgets exposed in European cities:
13700,Pakistan army's role in focus as Islamists end blasphemy blockade
13701,Myanmar's Suu Kyi says trust has been eroded between Rakhine state communities
13702,Syrian government to arrive in Geneva tomorrow for peace talks:
13703,"Kenya President Uhuru Kenyatta sworn in for second, five-year term"
13704,Irish independent ministers say political situation 'very grave'
13705,Kremlin: no firm date yet for proposed congress of Syria's peoples
13706,Mexico finance minister resigns to seek presidency for ruling party
13707,Mexico's Meade to seek nomination of ruling PRI party
13708,"Turkey, United States 'on same wavelength', to speak again this week:"
13709,Turkey's Erdogan says will speak to U.S. Trump again this week
13710,U.N. envoy says told to expect Syrian government delegation on Wednesday
13711,Backlash as Beijing fire safety blitz forces exodus of city's underclass
13712,Chinese general kills himself amid corruption probe
13713,Burundi opposition platform boycotts new round of peace talks in Tanzania
13714,more willing to consider new members in Balkans: EU
13715,Australia police arrest man accused of plotting NYE attack in Melbourne
13716,Saudi Arabia's advisory council studying proposals to protect whistleblowers
13717,Thai police arrest 16 protesting against coal-fired power plant
13718,North Korea may announce completion of nuclear program within a year: South Korea minister
13719,"China partly lifts ban on group tours to South Korea, online curbs stay"
13720,Kenya police fire teargas to control crowd gathering for inauguration
13721,Grenade thrown at French troops in Burkina Faso wounds three before Macron's arrival:
13722,China sentences Taiwanese activist to five years for subversion
13723,Britain's 'thrilled' Prince Harry announces he will wed U.S. actress Meghan Markle
13724,"From blind date to Botswana's stars, Prince Harry charts love for U.S. actress Meghan Markle"
13725,Small Canadian designer in spotlight as Meghan Markle dons its coat
13726,Pakistani police exhume couple's bodies suspecting honor killing
13727,"Irish Deputy PM resists calls to resign, says tribunal will judge conduct"
13728,Diplomats search for way to save trade system after U.S. vetoes judges
13729,Nasralla practically assured of Honduras election win-official
13730,Merkel heads to EU-Africa summit with eye on migrant issue at home
13731,Pentagon says reviewing 'adjustments' to arms for Syrian Kurds
13732,U.S. in position to stop military support for some groups fighting Islamic State
13733,U.N. asks Brazil for peacekeepers for Central African Republic
13734,Suicide attack targets area southeast of Baghdad
13735,Islamic State claims responsibility for attack southeast of Baghdad:
13736,Little prospect of Syria peace progress seen in Geneva talks
13737,Syrian opposition aims for Assad's removal in Geneva talks
13738,Israel pushes on with law seen protecting PM under criminal probe
13739,Pentagon says reviewing 'adjustments' to arms for Syrian Kurds
13740,Former Zimbabwe finance minister Chombo to be held in custody until trial
13741,Germany's Christmas markets open under tight security a year after attack
13742,"Portugal approves 2018 budget, seeks to trim deficit further"
13743,"Honduran candidate says Nasralla won, urges president to concede"
13744,Lebanon's Aoun holds talks on Hariri government
13745,Hariri says Hezbollah must remain neutral to ensure Lebanon moves forward
13746,Zimbabwe president Mnangagwa appoints Chinamasa acting finance minister
13747,Russia seeks two-day ceasefire in Damascus suburb; dozens killed by air strikes
13748,U.S. military says conducted air strike against ISIS in Somalia
13749,New Venezuela oil boss to give military more PDVSA posts
13750,"Water entered missing Argentine sub's snorkel, causing short circuit"
13751,"Detained Ugandan journalists charged with libel, other offences"
13752,Teenage IS supporter guilty of plotting attack on Bieber concert in UK
13753,Brazil Speaker Maia says working to pass pension reform this year
13754,Greek government under fire over would-be Saudi arms deal
13755,Merkel presses cautious SPD over joining new German coalition
13756,Irish minister says expects election to be avoided
13757,Saudi-led coalition allows first aid ship into Yemen's Hodeidah port:
13758,"Turkish PM says EU confused since Brexit, needs to revisit Turkey's future place"
13759,Ex-Russian minister says he thought bag with $2 million cash was gift of alcohol
13760,Swedish govt. says to grant reprieve to some asylum seeker minors
13761,"Bulgarian, Macedonian Orthodox Churches edge closer despite thorny history"
13762,"Sudan general, nine soldiers killed in Darfur clashes:"
13763,Britain's Prince Harry says thrilled at engagement to U.S. actress Markle
13764,Reaction to Prince Harry's engagement to Meghan Markle
13765,Kuwait court sentences MPs to jail terms for storming into parliament
13766,"Turkish, Sudanese intelligence agencies catch and return alleged coup suspect:"
13767,Pope meets Myanmar's military chief in shadow of Rohingya crisis
13768,Syrian congress in Russia postponed to February: RIA cites source
13769,Special Report: 'Treacherous shenanigans' - The inside story of Mugabe's downfall
13770,Russia denies its planes killed civilians in Syria's Deir al-Zor:
13771,No government options off table: German SPD leader
13772,Don't count on Germany's SPD to rescue Macron's euro agenda
13773,Macron's European dream more difficult without 'strong' Germany
13774,Eight bodies found in boat washed up on Japan beach:
13775,South Korea warns North not to repeat armistice violation
13776,EU Parliament chief asks Poland to ensure MEPs' safety after far-right protest
13777,Indonesia orders immediate evacuation as highest alert issued for Bali volcano
13778,17-year-old Danish girl jailed for planning bomb attacks on schools
13779,Germany may need constitutional change to allow it to strike back at hackers
13780,"Britain, Ireland at odds on border as Brexit deadline nears"
13781,Bahrain's top Shi'ite cleric's health deteriorates:
13782,Pakistani Islamists call off protests over blasphemy claim as govt. backs down
13783,"Europe, global environment mean Germany needs stable government, Merkel says"
13784,U.N. rights forum to hold special session on Myanmar Rohingya - U.N. sources
13785,Turkish police briefly detain academic in Kurdish militant probe:
13786,Indian police ask interfaith couples: Is it love or terror?
13787,Prince Harry's engagement shows British monarchy has moved on from scandals of past
13788,Ousted Hong Kong lawmakers ordered to pay hefty expense bills
13789,Mali's regional elections delayed by security concerns
13790,Syrian government delegation postpones departure to Geneva talks:
13791,Syrian government welcomes committee to discuss constitution
13792,"Chechen leader, amid reshuffles, says ready to die for Putin"
13793,Australian police cut chains from immigration protesters at PM's residence
13794,Barely a quarter of Catalans want to pursue split from Spain:
13795,Kremlin says head of Chechnya to remain despite talk of quitting
13796,"Huge blast in China's Ningbo city kills at least two, cause unknown"
13797,Berlusconi suggests Italian general could be next prime minister
13798,Zimbabwe cabinet pick to show if Mnangagwa is breaking with the past
13799,Vietnam court jails blogger for seven years for 'propaganda' over spill
13800,Opposition takes surprise lead over U.S. ally in Honduras election
13801,Pope begins Myanmar trip in shadow of Rohingya crisis
13802,Turkey says U.S. wants use gold trader case to impose sanctions on Ankara
13803,Quake of magnitude 6.2 strikes off Papua New Guinea:
13804,Queensland result leaves Australian PM closer to edge
13805,Mexico finance minister to resign as presidency race looms:
13806,Bali airport may stay closed longer than 24 hours amid Agung eruption:
13807,"Xi wants China to spruce up toilets to boost tourism, quality of life"
13808,"Indonesia says 40,000 evacuated from Bali volcano, more need to move"
13809,Myanmar's Suu Kyi to visit China amid Western criticism over Rohingya exodus
13810,Bali airport's closure due to volcano has affected 445 flights:
13811,Zimbabwe's Mugabe 'glowed' with relief after he quit:
13812,Honduran leader Hernandez declares himself victor in presidential vote
13813,Castro ally and intellectual Armando Hart dead at 87
13814,Honduras president with strong lead in TV station's election exit poll
13815,Beijing kindergartens get permanent inspectors after abuse scandal:
13816,Searchers for Argentine submarine defy gale force winds on 11th day
13817,"Speaker's arrest puts Indonesia parliament in graft spotlight, again"
13818,Merkel's CDU agrees to pursue grand coalition in Germany
13819,Egypt court frees 17 accused of inciting debauchery:
13820,Thousands of Romanians rally against ruling party's judicial overhaul
13821,Militants kill Egyptian U.N. peacekeeper in Central African Republic
13822,Egypt attack to spur on Saudi-backed Muslim military alliance:
13823, Proposals of main parties in Honduras presidential election
13824,Candidates and what's at stake in Honduras presidential election
13825,Cuba holds municipal elections on road to Castro era’s end
13826,"Italy's 5-Star, stung by fake news claims, calls for OSCE election monitors"
13827,Irish PM 'doing everything he can' to avoid election:
13828,No Irish border deal before EU trade agreement:
13829,Islamic State raises stakes with Egypt mosque attack
13830,Syrian government push for Damascus rebel enclave kills at least 23
13831,Russian long-range bombers hit Islamic State targets in Syria:
13832," Merkel's conservatives, SPD set out policy lines for German coalition"
13833,Separatists and unionists tied for support ahead of Catalan elections:
13834,Nigerian army repels Boko Haram attack on town:
13835,Liberia's Liberty Party to appeal election fraud case to Supreme Court
13836,South Korea to review whether or not to abolish anti-abortion law
13837,Gold trader's trial strains U.S.-Turkey relations
13838,Bali's erupting volcano raises air travel warnings
13839,Stephen Hawking lauds Chinese pop star for space migration question
13840,Japanese cosmetics maker Pola says sorry for racist poster
13841,Cambodia's Hun Sen calls for closure of rights group founded by rival
13842,Nationalists facing wipe out in Australian state election
13843,China's RYB Education fires head of Beijing kindergarten embroiled in abuse scandal
13844,Nepal votes in landmark poll; army blames rogue Maoists for blasts
13845,Timeline: Nepal's rocky road from monarchy to democracy
13846,Argentina faces 'hope and hopelessness' in submarine search
13847,"Gunmen in Egypt mosque attack carried Islamic State flag, prosecutor says"
13848,Iran warns it would increase missile range if threatened by Europe
13849,"Medical supplies, U.N. aid workers reach Yemen after blockade eased"
13850,Merkel points to grand coalition with Social Democrats
13851,Suspected Boko Haram militants take over northeast Nigeria town:
13852,Thirty-one bodies recovered after migrant boat sinks off Libya
13853,Five migrants wounded as shots fired in Calais brawl
13854,Lebanon's Hariri takes critical line on Hezbollah
13855,Family of Lebanon PM Hariri visit French president in Paris
13856,Ousted Zimbabwe finance minister Chombo faces corruption charges
13857,U.S. warns of repercussions for Pakistan over freed militant
13858,"Pakistan government calls in army after police, Islamists clash"
13859,Support for Irish PM's party falls as snap election nears
13860,Pakistan orders TV channels to go off air during crackdown on Islamist protest
13861,Pakistani government calls in army to help disperse Islamist protesters
13862,"Iran's Rouhani says Sochi summit 'right step, at right time' for Syria"
13863,Former Zimbabwe finmin Chombo detained until bail hearing Monday
13864,Russia's Putin signs 'foreign agents' media law
13865,Russian bombers hit Islamic State targets in Syria:
13866,Syria's Kurds to hold second phase of elections in north
13867,France's Macron unveils plan to curb violence against women
13868,Sacked Catalan leader challenges EU to respect election outcome
13869,Lebanon's Jumblatt calls for Saudi-Iranian discussions
13870,Bangladesh says agreed with Myanmar for UNHCR to assist Rohingya's return
13871,Chinese police detain teacher in kindergarten abuse inquiry
13872,Militant gunmen in Egypt mosque attack carried 'Islamic State' flag:
13873,Death toll in Egypt mosque attack rises to 305 killed: state news agency
13874,Vietnam prosecutes bank officials in corruption crackdown
13875,French minister believes banks had 'good reasons' to close National Front accounts
13876,Beijing police detains teacher related to alleged abuse at RYB kindergarten
13877,Japan coast guard finds body of dead male suspected from North Korea
13878,Japan to spend around $17 billion to subsidize education:
13879,Momentum grows for another grand coalition in Germany
13880,Hope fades after 9 days of searching for Argentine submarine
13881,Argentina's Macri expects missing sub to be found in coming days
13882,Syrian opposition picks chief negotiator ahead of new Geneva talks
13883,Next round of Syria peace talks in Geneva to begin November 28:
13884,Syrian opposition chief says Sochi does not serve political process
13885,U.S. adjusts military support to partners in Syria:
13886,Fire in hotel on Georgia's Black Sea coast kills 11
13887,Panic on London's Oxford Street after reports of shooting
13888,Peru prosecutors say ex-president Toledo bribed by Brazil's Camargo
13889,Cuba marks anniversary of Fidel death as post-Castro era nears
13890,"Argentine protester Maldonado died of drowning, hypothermia:"
13891,"German SPD considers propping up Merkel, but only if members agree"
13892,Turkish court frees British citizen on bail in terrorism trial:
13893,Castro meets North Korea minister amid hope Cuba can defuse tensions
13894,Polish MPs back judicial overhaul seen by EU as threat to rule of law
13895,Irish government set to fall weeks before Brexit summit
13896,Mnangagwa vows to rebuild Zimbabwe and serve all citizens
13897,"Ten days to crack Brexit deal, EU tells May"
13898,EU's Juncker says Dec. 4 meeting with May will show if Brexit progress made
13899,Ireland trying to force Northern Ireland to stay in customs union after Brexit:
13900,Four U.N. peacekeepers killed in two separate attacks in Mali
13901,"Holiday cheer boosts Amazon, Macy's and other retail stocks"
13902,Ireland set for December election if crisis not averted by Tuesday -PM
13903,"Mediterranean ""by far world's deadliest border"" for migrants:"
13904,"Britain has 10-day ""absolute deadline"" to deliver on key Brexit issues:"
13905,Algeria's ruling parties retain majority in local elections
13906,"North Korea's wounded defector 'nice guy,' likes CSI:"
13907,London police say have stood down after Oxford Street incident
13908,South African appeals court more than doubles Pistorius sentence
13909,Tiger shot dead in Paris after escaping from circus
13910,Ukraine rebel region's security minister says he is new leader
13911,Police arrest Kosovo opposition leader for no-show at court
13912,U.S. backs Saudi 'first step' in addressing Yemen crisis
13913,London police say responding to reports shots fired on Oxford Street
13914,"Brexit talks progressing, but issues remain - May"
13915,London police urge people on Oxford Street to go inside buildings
13916,U.S. Navy plane scours South Atlantic in search for Argentine sub
13917,Egypt military carries out air strikes in area of Sinai mosque attack:
13918,Saudi Crown Prince calls Iran leader 'new Hitler':
13919,Aid workers to return to Yemen at weekend but no aid yet:
13920,"Iran says Saudi Crown Prince's behavior 'immature, weak-minded':"
13921,Ukraine's promise of EU membership remains elusive
13922,Ukraine agrees to sign EU summit declaration:
13923,Ukraine agrees to sign EU summit declaration:
13924,Rights groups say outside monitors needed for Rohingya return to Myanmar
13925,Death toll in Egypt north Sinai mosque attack rises to 235:
13926,Russian bombers hit Islamic State targets in Syria:
13927,Merkel reassures EU over lack of Berlin coalition deal
13928,FARC dissidents face full force of Colombia military:
13929,Colombian ex-presidents to back joint right-wing 2018 ticket
13930,"Turkey's Erdogan, U.S. Trump discuss Syria, bilateral ties and Sochi summit:"
13931,Turkey says Trump told Erdogan weapons won't be supplied to Kurdish YPG
13932,China kindergarten sex abuse and 'needlemarks' claims prompt police probe
13933,Thai PM reshuffles cabinet for the fifth time since coup
13934,German president to meet party leaders on Thursday
13935,China's Xi discusses Rohingya crisis with Myanmar army chief
13936,China says it will make efforts on Syria reconstruction
13937,Death toll in Egypt mosque attack climbs to 200:
13938,Former ally of Nigeria's Buhari prepared to contest presidency in 2019
13939,Pope criticizes politicians for stoking racism over immigration
13940,U.N. special envoy on Syria says had 'useful' meeting with Russia's Lavrov:
13941,"Papua New Guinean police evict asylum-seekers from Australian-run camp, UNHCR decries force used"
13942,Death toll in attack on mosque in Egypt's north Sinai rises to 184:
13943,France's Le Drian says China is 'well placed to push' North Korea to talks
13944,Outgoing Czech government to submit resignation on Nov 29
13945,Venezuela's Maduro keeps eye on prize: 2018 presidential vote
13946,Nigeria ex-vice president prepared to run for presidency in 2019
13947,"France's Macron seeks renewal of Africa ties, but old problems persist"
13948,Irish finance minister says prospect of election 'unconscionable'
13949,Russia takes Tokyo to task over defense alliance with Washington
13950,Russia: Asia should not be militarized under pretext of countering North Korea
13951,Egypt declares three days of mourning after attack on north Sinai mosque:
13952,"North Korea replaces soldiers, South Korea awards medals after defector's border dash"
13953,"Freed Pakistani militant rails against India, ex-PM Sharif"
13954,'Wiping out' extremist ideology is my mission: head of Saudi-based Muslim body
13955,Russia working with Saudi Arabia to unify Syrian opposition:
13956,Irish election likely after opposition submits no-confidence motion
13957,"UK says has constructive relationship with Ireland, will focus on Brexit progress"
13958,Barnier reassures Ireland EU stands with Dublin on Brexit
13959,Irish opposition leader says PM's party preparing for election
13960,German SPD to put any gov't role up for vote:
13961,U.S. calls on Pakistan to arrest recently freed Islamist leader
13962,Kosovo war crimes court ready for first indictments:
13963,At least 54 killed after militants target mosque in Egypt's north Sinai:
13964,Polish lawmakers initially approve bill changing electoral system
13965,Danish High Court finds 17-year old girl guilty of planning bomb attacks against schools -local media
13966,Covering Mugabe for Reuters - 'You're the one who says I'm dying?'
13967,"Zimbabwe's Mnangagwa promises financial stability, elections next year"
13968,Lebanon's Jumblatt criticizes Saudi over Hariri
13969,"""The people have spoken,"" says Zimbabwe's new leader"
13970,Irish PM's party says government deal dead if opposition submits confidence motion
13971,"After Mugabe, African leaders ponder own fate"
13972,Philippines' Duterte ditches peace process with Maoist rebels
13973,"Mugabe granted immunity, assured of safety in Zimbabwe:"
13974,"German president to hold joint talks with Merkel, Schulz next week"
13975,Conditions not yet in place for safe Rohingya returns:
13976,Ireland does not need election amid crucial Brexit talks:
13977,Irish foreign minister says opposition vote would bring down government
13978,Russia says progress made towards cooperation on disputed islands
13979,Russia and Japan agree to speed up work on economic cooperation on disputed islands
13980,South Africa's Zuma congratulates Zimbabwe's Mnangagwa on swearing-in
13981,Afghan air strike kills about 20 Taliban at religious school - officials
13982,Newly freed Pakistani Islamist calls ex-PM Nawaz Sharif a 'traitor'
13983,"In western Moscow, Putin allies lose an election but cling to power"
13984,Baby banned from Japanese municipal assembly
13985,Japan's Osaka to snap sister city link with San Francisco over 'comfort women' statue
13986,Nepal to elect new parliament after years of instability
13987,Border without doctors? South Koreans urge more funding for trauma care after defector drama
13988,Ireland's Fianna Fail party says will be election if deputy PM does not resign
13989,Looming national security laws raise fresh fears for Hong Kong's freedoms
13990,"'There is justice,' Steenkamps say after Pistorius sentence doubled"
13991,Debate stifled in Cambodia as crackdown spreads fear
13992,Turkey to detain 79 former teachers in post-coup probe:
13993,Suicide attack kills a top Pakistani police officer:
13994,"U.S., South Korea to hold joint air force drill in early December"
13995,Mnangagwa told Mugabe he will be safe in Zimbabwe:
13996,Ousted Zimbabwe finance minister hospitalized:
13997,Mexico ruling party leans to outside candidate to save presidency
13998,"Vast majority of suspects in graft probe agreeing to settle, crown prince says"
